id,sentence_id,tag,quote,correction,start,end,annotation_source
79331,8628007,gender,Моего   лучшего   друга,Мою лучшую подругу,0,3,manual
79333,8628013,"prep,constr",два   дома,через два дома,2,4,manual
79334,8628029,hyphen,по   моему,по-моему,5,7,manual
79335,8628042,"ortho,miss",смышленной,смышленой,4,5,manual
79336,8628044,hyphen,по   моему,по-моему,3,5,manual
79337,8628049,space,по   пусту,попусту,6,8,manual
79338,8628051,num,печенья,печенье,6,7,manual
79341,8629005,agrcase,охваченный,охваченном,5,6,manual
79351,8629008,"prep,miss",других,о других,3,4,manual
79342,8629012,agrgender,была,было,9,10,manual
79343,8629012,agrnum,он   не   был   вынужден,они не были вынуждены,2,6,manual
79344,8629013,morph,хорошо,лучше,8,9,manual
79345,8629014,wo,масштабных   каких-то,каких-то масштабных,5,7,manual
79346,8629015,asp,совершать,совершить,3,4,manual
79348,8629019,prep,со,с,10,11,manual
79349,8629019,num,старые   одежды,старую одежду,15,17,manual
79350,8629019,agrnum,маленькая,маленькие,31,32,manual
96358,8629019,"constr,lex",дворовой  работой,работой по двору,11,13,manual
79360,8631003,"ortho,extra",Шииели,Шиели,22,23,manual
79358,8631005,"syntax,miss",-   это, является,20,22,manual
87429,8634003,space,не смотря,несмотря,1,3,manual
100886,8634005,constr,от  общения,в общении,4,6,manual
87598,8642002,"prep,miss",Последнее,В последнее,0,1,manual
87599,8642006,"lex,extra",изделию, ,4,5,manual
87603,8642008,asp,делаю,сделаю,9,10,manual
87604,8642009,"prep,miss",детский,в детский,3,4,manual
87605,8642009,asp,раздала,раздавала,6,7,manual
87606,8642011,agrnum,сбывается,сбываются,2,3,manual
87607,8643002,num,достоинство,достоинства,9,10,manual
87610,8643007,agrnum,который   помогает,которые помогают,8,10,manual
87611,8643009,agrnum,нравится,нравятся,3,4,manual
87613,8643011,"ortho,miss",разоваривать,разговаривать,4,5,manual
87619,8643014,agrnum,который,которые,6,7,manual
87620,8643014,lex,ничем,никогда,7,8,manual
87621,8643014,"asp,morph",полениться,ленятся,9,10,manual
87623,8643016,agrnum,окружает,окружают,4,5,manual
87711,8646015,wo,как   будто   жизнь   кипит,жизнь как будто кипит,3,7,manual
87713,8646017,"constr,disc","на   хорошую,   благополучную   жизнь",хорошо и благополучно жить,17,22,manual
87714,8646019,"asp,disc,constr",полюбоваться,должно давать возможность любоваться,16,17,manual
87858,8648002,"disc,constr",мало   уделенным   вниманием   детям,"тем, что детям уделяется мало внимания",4,8,manual
87859,8648004,deriv,зарубежах,зарубежных странах,3,4,manual
87860,8648004,gov,ребенку,ребенка,21,22,manual
87861,8648004,"gov,lex",насильственные   трагедии,трагедий,8,10,manual
87862,8648005,gov,полноценным   семьям,полноценных семей,2,4,manual
87863,8648006,"ortho,miss",наладиться,наладится,8,9,manual
87864,8648006,"ortho,miss",денуться,денутся,15,16,manual
87865,8648007,agrnum,влияет,влияют,9,10,manual
87866,8648010,"asp,constr",посоветуюсь,обсуждаю,4,5,manual
87867,8648011,"agrnum,miss",длится,"бывают, но длятся",5,6,manual
87868,8648011,space,не   на   долго,недолго,6,9,manual
87869,8648013,"lex,constr",называю   их,говорю им,5,7,manual
87910,8650001,agrnum,нравится,нравятся,1,2,manual
87911,8650002,"ortho,subst",Именни,Именно,0,1,manual
87913,8650002,"miss,num",для   крепкого   отношения,основой для крепких отношений,4,7,manual
87915,8650004,asp,поздоровалась,здоровалась,5,6,manual
87918,8650004,"gov,prep,transfer",всем   старшим,со всеми старшими,6,8,manual
140374,8650004,"extra,lex",любям., ,8,10,manual
87922,8650005,agrnum,говорит,говорят,8,9,manual
87923,8650005,num,казахских   отделении,казахского отделения,2,4,manual
87925,8650006,constr,"неуважением,   высокомерием","как неуважение, высокомерие",3,6,manual
87926,8650006,infl,докторы,доктора,14,15,manual
87927,8650006,"deriv,misspell",сослоя,сословия,20,21,manual
87928,8650007,gender,русской   отделении,русского отделения,3,5,manual
87936,8650010,asp,забудут,забывают,7,8,manual
87937,8650010,num,обиду,обиды,8,9,manual
87938,8650013,num,положения,положение,3,4,manual
87939,8650013,"gov,constr",трудных   моментах,трудные моменты,6,8,manual
87940,8650013,"gov,prep,miss",к   хорошему,хорошего,12,14,manual
87941,8650014,agrnum,нравится,нравятся,1,2,manual
87944,8650015,"ortho,miss",становиться,становится,5,6,manual
87942,8650016,wo,типу   таких,такому типу,4,6,manual
88019,8655002,morph,выступление,выступать,2,3,manual
88008,8655003,"ref,prep,miss",каждое,на всех,4,5,manual
88009,8655004,"gov,wo",сценарий   несколько,несколько сценариев,3,5,manual
88010,8655006,"prep,miss",11,В 11,0,1,manual
88016,8655010,"disc,lex",Еще   были   мечты   о   которых   я   мечтала,Были и другие мечты,0,7,manual
88017,8655012,asp,писать,написать,1,2,manual
88194,8661001,agrgender,красив   и   полезен,красиво и полезно,4,7,manual
88249,8667002,prep,во,на,3,4,manual
88257,8667008,space,во   время,вовремя,9,11,manual
88275,8669009,space,в   живую,вживую,8,10,manual
88284,8669011,num,социальной   сети,социальных сетей,1,3,manual
88280,8669013,"ref,agrnum",его,их,3,4,manual
88287,8669013,lex,не   в   пользу,неправильно,4,7,manual
88286,8669015,ortho,мировозрение,мировоззрение,11,12,manual
88333,8672001,num,является   социальная   сеть,являются социальные сети,4,7,manual
88334,8672001,"agrgender,gov",Один,Одной,0,1,manual
88336,8672001,"agrgender,num",который,которые,8,9,manual
88337,8672001,"agrgender,num",охватил,охватили,12,13,manual
89260,8676005,"prep,transfer",посредством   глобализации,из-за глобализации,3,5,manual
89261,8676009,gov,появление,появлением,1,2,manual
89262,8676011,"subst,ortho",Prado,Prada,4,5,manual
89263,8676012,infl,одежки,одежке,12,13,manual
89284,8678001,lex,низкими,печальными,6,7,manual
89285,8678002,graph,гпа,GPA,3,4,manual
89286,8678004,"extra,lex",число, ,1,2,manual
89291,8678006,hyphen,из   за,из-за,1,3,manual
90342,8686003,prep,в,на,1,2,manual
90343,8686004,num,итог,итоги,3,4,manual
90344,8686004,num,удовлетворил,удовлетворили,7,8,manual
90347,8686007,morph,поздно,позднее,1,2,manual
90348,8686007,"par,lex",планированного,запланированного,2,3,manual
90353,8686011,wo,сами   мы,мы сами,1,3,manual
90356,8686015,"ortho,miss",одногрупников,одногруппников,3,4,manual
90357,8686015,agrgerund,Смотря,Смотрю,0,1,manual
94213,8690001,agrgender,интересно,интересна,4,5,manual
94214,8690001,agrgender,сложно,сложна,8,9,manual
94215,8690001,space,по   началу,поначалу,10,12,manual
94218,8690004,lex,универе,университете,3,4,manual
94228,8690013,"agrgender,agrcase",способный,способной,10,11,manual
94251,8693001,num,достижение,достижения,1,2,manual
94252,8693001,gov,электроэнергетике,электроэнергетики,4,5,manual
94253,8693003,agrgender,она,оно,1,2,manual
94254,8693003,gender,положила,определило,2,3,manual
94255,8693003,lex,развитие,появление,4,5,manual
94256,8693003,prep,других,в других,17,18,manual
94257,8693004,agrgender,сделала,сделало,1,2,manual
94258,8693005,"extra,lex",Даже, ,0,1,manual
94259,8693006,gov,электричество,электричества,8,9,manual
94260,8693006,lex,залог,результат,3,4,manual
94264,8693013,gov,электричество,электричества,10,11,manual
94265,8693013,"syntax,ref",самое,такое самое,1,2,manual
94273,8695004,morph,опасным,опасно,5,6,manual
94279,8695007,hyphen,какие   то,какие-то,17,19,manual
94280,8695007,hyphen,что   то,что-то,23,25,manual
94285,8695007,deriv,сконструктировать,сконструировать,16,17,manual
94281,8695009,"syntax,miss",работают,как работают,6,7,manual
94282,8695011,"miss,prep,constr",своей стране,в развитие своей страны,6,8,manual
94283,8695011,"miss,disc",к   науке,вклад в развитие науки,14,16,manual
94284,8695011,infl,профессионалам,профессионалом,21,22,manual
94288,8696005,gov,книги   и   газеты,книг и газет,3,6,manual
94289,8696009,"miss,syntax",что,"верил, что",4,5,manual
94290,8696009,idiom,по   моим   силам,мне по силам,6,9,manual
94291,8696011,num,знания,знаний,6,7,manual
94292,8696011,"infl,ortho",затруднении,затруднений,10,11,manual
94293,8696012,tense,был,является,10,11,manual
94294,8696013,num,законом,законами,3,4,manual
94295,8696016,asp,понял,понимал,11,12,manual
94296,8696016,agrgender,слабым,слабой,23,24,manual
94297,8696017,ortho,лабараторные,лабораторные,7,8,manual
94298,8696018,gov,физика,по физике,5,6,manual
94334,8700001,space,не   ученье,неученье,4,6,manual
94335,8700004,lex,вырабатывает,воспринимает,4,5,manual
94336,8700004,"lex,constr",множество,большой объем,5,6,manual
94339,8700007,ortho,подрозумевали,подразумевали,2,3,manual
94340,8700008,"gov,constr,transfer",кому-то,от кого-то,14,15,manual
94341,8700008,constr,С   каждый   днем,Каждый день,0,3,manual
94342,8700008,"tense,agrpers",учится,учился,5,6,manual
94343,8700009,"ortho,miss",придерживатся,придерживаться,3,4,manual
94344,8700009,"gov,constr",Этим   принципом,Этого принципа,0,2,manual
94345,8700010,morph,говоря,говорить,4,5,manual
94347,8700012,"miss,ref",число,число тех,14,15,manual
140378,8700012,"prep,extra",за, ,21,22,manual
94349,8700013,lex,проводили,посвящали,5,6,manual
94350,8700013,"lex,constr",множество,большую часть,6,7,manual
94348,8700015,ortho,освоиваем,осваиваем,4,5,manual
94351,8700016,infl,хорошем,хорошим,2,3,manual
94352,8700016,"prep,miss",своей,в своей,4,5,manual
94353,8700016,"ortho,miss",учится   учится   и   еще   раз   учится,"учитья, учиться и еще раз учиться",9,15,manual
94354,8700017,ortho,практикаватся,практиковаться,3,4,manual
94355,8700018,ortho,заключении,заключение,9,10,manual
94356,8700018,"ortho,miss",трудится   учится,"трудиться, учиться",15,17,manual
94357,8700018,ortho,воплащать,воплощать,21,22,manual
94395,8703001,"prep,miss",городе,в городе,5,6,manual
94396,8703003,"constr,lex,transfer",звучанием,под пение,3,4,manual
94397,8703003,neg,не,ни,8,9,manual
94398,8703006,"space,agrgender",не   описуема,неописуемо,2,4,manual
94399,8703007,asp,Набирая,Набрав,0,1,manual
94400,8703011,space,не   уловимо,неуловимо,3,5,manual
94401,8703013,prep,за,со,10,11,manual
140379,8703013,"prep,extra",со,ото,1,2,manual
94404,8703015,"lex,disc",быть   бездельникам,к безделью,6,8,manual
94405,8703016,"constr,transfer",трудом,в трудах,8,9,manual
94406,8703016,miss,взглнуть,взглянуть,17,18,manual
94419,8705001,morph,важным,более важным,6,7,manual
94420,8705002,lex,мы   являемся,Казахстан является,2,4,manual
94421,8705002,infl,организаций,организации,17,18,manual
94422,8705003,"infl,lex",империй,империи,10,11,manual
94423,8705005,ortho,пересиляли,переселяли,2,3,manual
94424,8705005,miss,очень,представителей,3,4,manual
94425,8705006,"constr,lex",из   них,переселенцев,2,4,manual
94426,8705006,"lex,tense",русский   народ,были русские,4,6,manual
140380,8705007,wo,вывод   из   этого,из этого вывод,1,4,manual
94428,8705008,agrgender,приходила,приходил,2,3,manual
94429,8705009,agrgender,вошла,вошел,1,2,manual
94430,8705011,"lex,agrnum",пользуется,используют,2,3,manual
94431,8705011,constr,этим   языком,этот язык,3,5,manual
94432,8705012,"ortho,miss",маленкая,маленькая,3,4,manual
94433,8705016,ortho,заключений,заключение,1,2,manual
97121,8711006,"miss,disc",они,"то увидим, что они",10,11,manual
97122,8711006,"lex,transfer",не   говоря,за исключением,14,16,manual
97124,8711007,"lex,infl",личной   практики,личному опыту,1,3,manual
97125,8711007,ref,как,каково,5,6,manual
97126,8711008,"miss,prep",города,недалеко от города,13,14,manual
97127,8711010,miss,кукарекат,кукарекает,7,8,manual
97128,8711011,miss,только,только что,10,11,manual
97129,8711014,"lex,transfer",пришли,приехали,8,9,manual
97130,8711016,"ortho,extra",физический,физически,1,2,manual
97132,8711016,deriv,трудолюбивости,трудолюбию,10,11,manual
97133,8711017,"constr,gov,prep,transfer",у   некоторых   сел,в некоторых селах,4,7,manual
97136,8711018,"prep,idiom,transfer",с   поколения   к   поколению,из поколения в поколение,15,19,manual
102690,8716003,ortho,пака,пока,5,6,manual
100965,8716007,ortho,впечетления,впечатления,16,17,manual
102691,8716008,"lex,deriv,num",способенность,способности,4,5,manual
102696,8716011,"gov,constr,lex",Людмилой   хорошее   сочетание,Людмилу хорошей партией,3,6,manual
102701,8716015,"asp,constr",начал   Андрея   приветствовать.,поприветствовал Андрея,2,6,manual
102702,8716016,ortho,разгаваривать,разговаривать,8,9,manual
102703,8716019,"morph,deriv",познакомися,познакомься,3,4,manual
102704,8716019,wo,девушка   моя,моя девушка,8,10,manual
102707,8716026,"ref,disc",какие,такие,3,4,manual
102708,8716028,ref,так,такой,2,3,manual
102709,8716031,"gov,constr",Его,Ему,0,1,manual
102710,8716031,disc,наверное,,5,6,manual
102711,8716032,ortho,проповал,пробовал,7,8,manual
102878,8717001,lex,любовники,влюблённые,2,3,manual
102879,8717001,tense,читают,читали,3,4,manual
102880,8717002,"ortho,morph",держает,держит,7,8,manual
102881,8717002,extra,за   руку,,10,12,manual
102882,8717004,lex,любовниками,влюблёнными,3,4,manual
102883,8717005,gov,коридоре,коридор,4,5,manual
102884,8717006,"lex,ortho",много,многое,2,3,manual
102885,8717008,"ortho,ref",ем,им,2,3,manual
102886,8717008,asp,интересовалась,заинтересовалась,3,4,manual
102888,8717010,"not-clear,gov,lex",вёл   девушки   ушёл,увёл девушку,4,7,manual
102889,8717010,ortho,мужина,мужчина,9,10,manual
102890,8717010,ortho,глустно,грустно,10,11,manual
102891,8717012,"extra,ref",это,,1,2,manual
102893,8717014,ortho,сжолела,сожалела,1,2,manual
102894,8717015,ortho,мужиной,мужчиной,6,7,manual
102712,8718001,prep,на,в,1,2,manual
102714,8718003,"ref,agrcase",них,их,11,12,manual
102715,8718003,gov,лицам,лицах,12,13,manual
102716,8718007,asp,встретил,встречал,4,5,manual
102717,8718009,ortho,хорошое,хорошее,8,9,manual
102718,8718009,gov,нему,ним,13,14,manual
102719,8718010,"constr,not-clear",у   которого   нет   слов,,3,7,manual
102683,8718016,"gov,prep",о  сюжете,сюжет,6,8,manual
102730,8719008,ortho,корридоре,коридоре,8,9,manual
102731,8719010,"prep,extra",для,,4,5,manual
102732,8719010,gov,девушки,девушке,6,7,manual
102733,8719011,"constr,agrcase",этого   лета,,11,13,manual
102734,8719015,lex,о   своей   истории.,о себе,7,11,manual
102735,8719016,constr,несмотря,"несмотря на то, что",3,4,manual
102736,8719016,ortho,карсивый,красивый,6,7,manual
102737,8719017,"lex,deriv,num",соцсайте,соцсетях,9,10,manual
102738,8720002,"constr,lex",Они   стали   влюблёнными.,Они полюбили друг друга,0,4,manual
102739,8720003,tense,учатся,учились,5,6,manual
102740,8720003,asp,видит,увидел,13,14,manual
102741,8720003,"ref,ortho",них,их,14,15,manual
102742,8720003,asp,здоровается,поздоровался,19,20,manual
102745,8720005,"lex,asp,tense",рекомендует,представил,1,2,manual
102746,8720007,"prep,gov,lex",ним,диалоге,5,6,manual
102747,8720007,ortho,учится,учиться,14,15,manual
102748,8720008,"lex,tense",привлекает   Иру,понравился Ире,2,4,manual
102749,8720008,"lex,asp",идут,сходить,8,9,manual
102750,8720008,lex,понять,узнать,14,15,manual
102751,8720008,"tense,agrcase,asp",продолжать,продолжил,21,22,manual
102752,8720008,"ortho,gov",библиотека,библиотеке,24,25,manual
102753,8720010,"lex,asp",уносил,увёл,8,9,manual
102754,8720010,gov,подруга,подругу,10,11,manual
102755,8720010,"lex,conj",тоже,также,14,15,manual
102756,8720010,"asp,lex",уносила,увела,22,23,manual
102757,8720010,gov,друг,друга,24,25,manual
102758,8721002,"ortho,gov",библиотекарь,библиотекаря,12,13,manual
102759,8721002,"ref,gov",им,их,17,18,manual
102760,8721009,"ortho,asp,lex",разговоривать,разговаривать/ поговорить,5,6,manual
102761,8721009,deriv,читательного,читального,9,10,manual
102762,8721009,prep,на,в,13,14,manual
102763,8721010,prep,На,В,0,1,manual
102764,8721010,gov,коридор,коридоре,1,2,manual
102765,8721010,ortho,Евгения,Евгений,2,3,manual
102766,8721011,agrnum,начать,начали,4,5,manual
102767,8721011,ortho,говорит,говорить,5,6,manual
102768,8721011,prep,на,в,11,12,manual
102769,8721011,gov,коридор,коридоре,12,13,manual
102770,8721012,"ortho,gov",Евгении,Евгению,0,1,manual
102771,8721012,agrgender,был,было,1,2,manual
102772,8721012,"agrstr,constr",вернулся,он вернулся,4,5,manual
102773,8721012,prep,на,в,5,6,manual
102774,8721012,deriv,читазал,читальный зал,6,7,manual
102775,8721013,ref,его,него,14,15,manual
102776,8721013,"idiom,lex",раскрыл   своё   сердце,,6,9,manual
102777,8722001,asp,шли,пошли,5,6,manual
102779,8722006,"ortho,ref,gov",нем,ним,10,11,manual
102780,8722007,asp,знакомил,познакомил,1,2,manual
102781,8722007,"deriv,asp",заговаривали,заговорили,8,9,manual
102782,8722007,ortho,внимания,внимание,14,15,manual
102783,8722009,asp,приглашал,пригласил,4,5,manual
102784,8722009,prep,а,но,8,9,manual
102785,8722009,asp,приглашал,пригласил,10,11,manual
102786,8722010,"extra,agrstr,constr",рука   в   руке,держа руку в руке,11,14,manual
102787,8722011,ortho,спрасил,спросил,12,13,manual
102788,8722012,asp,жалели,пожалели,8,9,manual
102789,8722013,asp,ужинали,поужинали,2,3,manual
102792,8723002,agrnum,новые,новое,8,9,manual
102793,8723006,"ref,ortho",её,неё,15,16,manual
102794,8723007,idiom,как   рыба   и   вода,,7,11,manual
102795,8723007,constr,до   того   времени,,12,15,manual
102796,8723007,wo,мистер   Ф   пришёл   случайно,,16,20,manual
102800,8724006,asp,смог,мог,3,4,manual
102801,8724007,"lex,gov",в   данном   моменте,сейчас /в данный момент,1,4,manual
102802,8724007,tense,сосредоточивается,сосредоточилась,6,7,manual
102803,8724007,"gov,lex,agrcase",читать   книгу,на чтении книги,7,9,manual
102805,8724010,"asp,agrnum",видели,увидел,2,3,manual
102806,8724013,asp,обращался,обратился,1,2,manual
102807,8724013,"ref,ortho",ему,нему,3,4,manual
102808,8724013,"ortho,morph,refl",представлил   себя,представился,6,8,manual
102809,8724013,"prep,extra",к,,8,9,manual
102810,8724014,lex,вызвал,позвал,4,5,manual
102811,8724014,prep,на,в,6,7,manual
102812,8724016,"lex,ref",я,он,5,6,manual
102813,8724016,gov,Ириной,Ирины,7,8,manual
102814,8724017,"refl,deriv,morph,tense",происходился,происходит,7,8,manual
102815,8724017,extra,ничего,,2,3,manual
102816,8724018,tense,знает,знал,15,16,manual
102817,8724018,"aux,miss",парень,есть парень,20,21,manual
102818,8724020,gov,Майкл,Майклом,2,3,manual
102819,8724021,"refl,lex,asp",горевался.,горевал/ опечалился,2,4,manual
102820,8724022,"not-clear,lex",грузно,грустно,2,3,manual
102821,8724022,"ref,extra",сам,,1,2,manual
102822,8724023,ortho,приглашил,пригласил,2,3,manual
102823,8724024,ortho,весдь,ведь,1,2,manual
102824,8724024,wo,будет   сюрприз   ждать   её,её будет ждать сюрприз,5,9,manual
102825,8724025,ortho,любови,любви,7,8,manual
102826,8724026,lex,романтический,романтичный,1,2,manual
102827,8725001,ortho,сидили,сидели,2,3,manual
102828,8725002,"prep,miss",друг   друга,друг в друга,3,5,manual
102829,8725002,lex,полюбились,влюбились,5,6,manual
102830,8725003,"lex,asp",здоровался,поздоровался,5,6,manual
102832,8725004,wo,Александру   познакомил,познакомил Александра,2,4,manual
102833,8725005,asp,ладил,поладил,3,4,manual
102834,8725007,"miss,lex",договорились,договорились сходить,4,5,manual
102835,8725007,"lex,ref",тот,тот же,9,10,manual
102838,8725012,gov,спектакли,спектакле,4,5,manual
102839,8725012,"lex,not-clear",тоже   сам,то же самое,12,14,manual
102840,8725013,asp,вести,отвести,8,9,manual
102841,8725015,agrpers,люблю,любишь,5,6,manual
102842,8725017,"asp,tense",пойдёт,ходил,5,6,manual
102843,8725017,asp,ехать,уехать,14,15,manual
102844,8725018,gov,России,Россию,5,6,manual
102845,8726001,"extra,not-clear",сами,,10,11,manual
102846,8726002,gov,Андрей,Андрея,4,5,manual
102850,8726005,"miss,lex",тихо,вести себя тихо,4,5,manual
102851,8726007,"asp,lex",сказал,рассказал,1,2,manual
102852,8726007,ortho,всё,все,2,3,manual
102853,8726007,asp,советовал,посоветовал,5,6,manual
102854,8726007,asp,думал,подумал,10,11,manual
102855,8726007,"conj,miss",это,что это,12,13,manual
102856,8726007,"ref,miss",если,если он,14,15,manual
102858,8726009,"gov,agrcase,prep",В   следующие   неделю,На следующей неделе,0,3,manual
102859,8726009,"gov,ortho",Китае,Китаю,7,8,manual
102860,8726010,asp,хотела,захотела,1,2,manual
102861,8726011,not-clear,увесела,,6,7,manual
102862,8726012,"extra,ref",сам,,2,3,manual
102863,8726014,ortho,смотрешь,смотришь,13,14,manual
102864,8726014,"conj,constr",если,"что, если",3,4,manual
102865,8726015,"prep,gov",в   Китаи,по Китаю,4,6,manual
102866,8726015,"ortho,gender",стран,страна,12,13,manual
102867,8726015,agrgender,великий   и   удивительный,великая и удивительная,9,12,manual
102868,8726016,"ref,gov",тебе,тебя,8,9,manual
102869,8726016,lex,знание,желание,4,5,manual
102870,8727001,extra,очень,,3,4,manual
102871,8727006,"lex,not-clear",держали   их   руки,,15,18,manual
102872,8727008,lex,взял,вывел,7,8,manual
102873,8727009,"lex,not-clear",Введение,,4,5,manual
102874,8727015,ortho,Окй,Окей,1,2,manual
102875,8727020,"prep,miss",какое-то   время,через какое-то время,9,11,manual
102876,8727022,not-clear,убрала,,12,13,manual
102877,8727022,not-clear,оставив   тусклый   восток,,15,18,manual
102925,8728005,"ortho,morph",представал,представил,1,2,manual
102926,8728006,lex,приятно,хорошо,4,5,manual
102929,8728009,gov,Анне,Анну,2,3,manual
102931,8728019,asp,говорил,сказал,1,2,manual
102932,8729001,ortho,семпатичная,симпатичная,12,13,manual
102933,8729001,refl,держали,держались,30,31,manual
102934,8729001,"refl,miss",чувствовали,чувствовали себя,35,36,manual
102935,8729001,"miss,constr",рядом,были рядом,39,40,manual
102936,8729002,"lex,ref",своей,его,17,18,manual
102937,8729002,prep,своя,его,27,28,manual
102938,8729002,lex,молодым,молодым человеком,33,34,manual
102939,8729002,lex,молодым,молодым человеком,49,50,manual
102940,8729002,hyphen,во   первых,во-первых,64,66,manual
102941,8729002,hyphen,во   вторых,во-вторых,82,84,manual
102942,8729002,"lex,miss",отвечать,отвечать за себя,94,95,manual
102943,8729002,"lex,miss",молодой,молодой человек,96,97,manual
102944,8729002,wo,за   неё   не   может   отвечать,,98,103,manual
102945,8729003,prep,со,с,3,4,manual
102946,8729004,conj,что,как,11,12,manual
102947,8729004,"tense,refl",чувствуют,чувствовали себя,14,15,manual
102948,8729004,"miss,tense,constr,agrstr",вместе,были вместе,17,18,manual
102949,8729004,"ref,miss,constr",заменить,её заменить,31,32,manual
102950,8729005,"agrnum,tense",обещали,обещает,7,8,manual
102951,8729006,lex,может,возможно,4,5,manual
102952,8729006,"tense,lex",разрешил,разрешает/ позволяет,10,11,manual
102953,8729007,tense,думает,подумал,1,2,manual
102954,8730001,extra,имеет,-,4,5,manual
102955,8730002,"lex,ref",все,оба,1,2,manual
102956,8730002,"ortho,agrnum",познакомился,познакомились,7,8,manual
102957,8730002,"ortho,deriv",библотеке,библиотеке,9,10,manual
102958,8730004,num,библиотеки,библиотеку,10,11,manual
102959,8730004,"conj,gov",как   место,местом,11,13,manual
102960,8730007,lex,юмористический,весёлый,2,3,manual
102961,8730014,num,книгу,книг,11,12,manual
102962,8730015,"gov,prep",с   Владимиром,во Владимира,3,5,manual
102963,8730015,asp,расставалась,рассталась,6,7,manual
102965,8730018,"asp,agrnum",женился,поженились,6,7,manual
102966,8730019,"idiom,not-clear",выходил   из   колеи,,10,13,manual
102967,8730020,lex,очнулась,осознала,2,3,manual
102968,8731002,extra,вдруг,,8,9,manual
102969,8731002,not-clear,рядом   с   собой,,12,15,manual
102970,8731003,refl,держали   их,держались,15,17,manual
102971,8731003,"lex,ref",им   говорили,говорили друг другу,21,23,manual
102972,8731004,"wo,not-clear",что...   потому   что   в   библиотеке,,9,15,manual
102973,8731007,"lex,not-clear",перекусывает,,4,5,manual
102974,8731007,"lex,not-clear",оригинальный,,6,7,manual
102975,8731008,"ref,miss",руку,её руку,16,17,manual
102976,8731010,"wo,not-clear",только   грусть   и   беспомощность   потерять   девушку,,10,16,manual
102977,8732001,ortho,библетеке,библиотеке,10,11,manual
102978,8732001,"ref,ortho",их,них,13,14,manual
102979,8732001,"agrgender,ortho",одиноковый,одинаковое,17,18,manual
102980,8732001,ortho,хобии,хобби,18,19,manual
102981,8732002,"miss,ref,constr",знают,это знают,8,9,manual
102982,8732003,"ref,extra",он,,9,10,manual
102983,8732004,tense,узнают,узнали,2,3,manual
102985,8732004,wo,говорят   принятно   очень,очень приятно говорят,14,17,manual
102990,8732007,wo,слишком   молчил   часто,слишком часто молчал,6,9,manual
102991,8732007,not-clear,тихи   и   навсегда   ничего   делать,,9,14,manual
102992,8732007,ortho,доложен,должен,20,21,manual
102994,8732008,wo,красивая   и   ласковая   жена   у   его,у него красивая и ласковая жена,9,15,manual
102995,8732009,gov,Анну,Анна,11,12,manual
102996,8732009,agrnum,развелись,развелась,13,14,manual
102997,8732010,ortho,счисливый,счастливый,5,6,manual
102998,8733002,wo,Женя   зовут,зовут Женя,2,4,manual
102999,8733004,num,книгу,книги,3,4,manual
103000,8733005,wo,трудно   ей,ей трудно,7,9,manual
103001,8733005,"miss,constr,agrstr",с,он владеет,19,20,manual
103002,8733010,"conj,extra",однако,,9,10,manual
103003,8733012,lex,заговорились,разговорились,5,6,manual
103004,8733013,prep,о,об,7,8,manual
103009,8733018,ortho,боиться,боится,1,2,manual
103011,8733020,lex,расстройстве,печали,6,7,manual
103012,8733021,"asp,agrgender",вызывал,вызвало,2,3,manual
103013,8733022,"tense,agrpers,agrgender",знать,знаешь,16,17,manual
103014,8733022,tense,учись,учишься,22,23,manual
103015,8733023,"asp,tense",был   понятным,понял,1,3,manual
103016,8733025,gov,Марию,Марии,7,8,manual
103017,8734001,"ref,extra",это,,3,4,manual
103018,8734006,asp,переводился,перевёлся,4,5,manual
103019,8734006,prep,на,в,5,6,manual
103020,8734013,"agrnum,agrgender,tense",разговаривать,разговаривают,3,4,manual
103021,8734015,"ortho,gov",одним,один,16,17,manual
103022,8734015,"ortho,gov",одним,один,19,20,manual
103023,8734015,refl,учил,учился,17,18,manual
103024,8734016,"ortho,gov",Одним,Один,0,1,manual
103025,8734017,"refl,ortho",вслюбили,влюбились,11,12,manual
103026,8735001,ortho,экзаменоционной,экзаменационной,9,10,manual
103027,8735005,ortho,Анотну,Антону,3,4,manual
103028,8735007,lex,скучно,,6,7,manual
103029,8735008,ortho,оставела,оставила,13,14,manual
103030,8735008,gov,Джон,Джоном,11,12,manual
103031,8735008,gov,один,одного,15,16,manual
103032,8735009,asp,выходили,вышли,14,15,manual
103033,8735009,not-clear,тано,,19,20,manual
103036,8735014,gender,хотел,хотела,7,8,manual
103037,8735015,"aux,miss",отчислена,была отчислена,9,10,manual
103040,8736005,gov,один,одного,24,25,manual
103041,8736005,ortho,библотеке.,библиотеке,26,28,manual
103042,8736007,gov,Антона,Антону,2,3,manual
103043,8736009,agrgender,прошел,прошло,8,9,manual
103044,8737001,refl,взявшие,взявшись,19,20,manual
103045,8737013,gov,столом,стол,2,3,manual
103046,8737014,refl,оглядывает,оглядывается,2,3,manual
103047,8737017,"gov,idiom",слово,слова,2,3,manual
103048,8737017,lex,покинул,кивнул,6,7,manual
103049,8738003,asp,знакомились,познакомились,4,5,manual
103050,8738004,lex,пошёл,подошёл,6,7,manual
103051,8738004,wo,сразу   Иван,Иван сразу,18,20,manual
103052,8738004,tense,познакомит,познакомил,20,21,manual
103053,8738004,gov,Олег,Олега,46,47,manual
103054,8738006,not-clear,вынужденным,,2,3,manual
103055,8739003,extra,день,,1,2,manual
